Club,League,Игрок,М,Мин,З,ВнЗ,Г,Пен,П,Г+П,ЖК,КК
Наполи,Италия. Серия А 2014/2015,Маноло Габбьядини,20.0,868,7,12,8,0,2,10,1,0
Наполи,Италия. Серия А 2014/2015,Гекхан Инлер,19.0,1365,5,3,1,0,0,1,4,0
Наполи,Италия. Серия А 2014/2015,Мигель Бритос,19.0,1498,2,2,1,0,0,1,7,1
Наполи,Италия. Серия А 2014/2015,Энрике Адриано,11.0,818,0,2,0,0,1,1,2,1
Наполи,Италия. Серия А 2014/2015,Иван Стринич,9.0,806,1,0,0,0,2,2,1,0
Наполи,Италия. Серия А 2014/2015,Джандоменико Место,7.0,279,1,4,0,0,0,0,1,0
Наполи,Италия. Серия А 2014/2015,Хуан Суньига,7.0,523,1,1,0,0,2,2,0,0
Наполи,Италия. Серия А 2014/2015,Мичу,3.0,148,2,1,0,0,0,0,1,0
Наполи,Италия. Серия А 2014/2015,Йосип Радошевич,1.0,7,0,1,0,0,0,0,0,0
Наполи,Италия. Серия А 2014/2015,Себастьяно Луперто,1.0,7,0,1,0,0,0,0,0,0
Наполи,Италия. Серия А 2014/2015,Всего,,34239,113,113,65,4,55,120,77,6
Наполи,Италия. Серия А 2013/2014,Хосе Кальехон,37.0,2856,10,5,15,0,7,22,6,0
Наполи,Италия. Серия А 2013/2014,Лоренцо Инсинье,36.0,2405,5,11,3,0,9,12,2,0
Наполи,Италия. Серия А 2013/2014,Дрис Мертенс,33.0,1935,9,12,11,2,8,19,4,0
Наполи,Италия. Серия А 2013/2014,Гекхан Инлер,32.0,2634,7,2,2,0,2,4,6,0
Наполи,Италия. Серия А 2013/2014,Гонсало Игуаин,32.0,2425,15,4,17,5,8,25,6,0
Наполи,Италия. Серия А 2013/2014,Рауль Альбиоль,32.0,2645,2,2,1,0,2,3,5,0
Наполи,Италия. Серия А 2013/2014,Горан Пандев,29.0,1401,15,12,7,0,6,13,3,0
Наполи,Италия. Серия А 2013/2014,Марек Гамшик,28.0,1973,17,5,7,0,6,13,2,0
Наполи,Италия. Серия А 2013/2014,Федерико Фернандес,26.0,2294,0,1,0,0,2,2,5,1
Наполи,Италия. Серия А 2013/2014,Блерим Джемаили,24.0,1555,6,6,6,0,4,10,4,0
Наполи,Италия. Серия А 2013/2014,Кристиан Маджо,22.0,1959,1,0,0,0,2,2,3,1
Наполи,Италия. Серия А 2013/2014,Валон Бехрами,21.0,1466,3,5,0,0,0,0,3,0
Наполи,Италия. Серия А 2013/2014,Дуван Сапата,16.0,576,4,10,5,0,2,7,2,0
Наполи,Италия. Серия А 2013/2014,Мигель Бритос,16.0,1316,1,1,1,0,0,1,8,0
Наполи,Италия. Серия А 2013/2014,Жоржиньо,15.0,1124,3,3,0,0,1,1,4,0
Наполи,Италия. Серия А 2013/2014,Фаузи Гулям,15.0,1222,0,1,0,0,1,1,1,1
Наполи,Италия. Серия А 2013/2014,Пабло Армеро,14.0,885,0,5,0,0,0,0,1,0
Наполи,Италия. Серия А 2013/2014,Антони Ревейер,13.0,1089,5,0,0,0,0,0,1,0
Наполи,Италия. Серия А 2013/2014,Джандоменико Место,11.0,825,1,1,0,0,0,0,2,0
Наполи,Италия. Серия А 2013/2014,Энрике Адриано,11.0,748,1,3,1,0,0,1,2,0
Наполи,Италия. Серия А 2013/2014,Йосип Радошевич,8.0,121,0,8,0,0,0,0,2,0
Наполи,Италия. Серия А 2013/2014,Хуан Суньига,6.0,411,0,2,0,0,2,2,0,0
Наполи,Италия. Серия А 2013/2014,Паоло Каннаваро,4.0,251,0,2,0,0,0,0,0,1
Наполи,Италия. Серия А 2013/2014,Давиде Барити,2.0,8,0,2,0,0,0,0,0,0
Наполи,Италия. Серия А 2013/2014,Бруно Увини,1.0,84,0,1,0,0,0,0,0,0
Наполи,Италия. Серия А 2013/2014,Игор Ласицки,1.0,13,0,1,0,0,0,0,0,0
Наполи,Италия. Серия А 2013/2014,Всего,,34221,105,105,76,7,62,138,72,4
Наполи,Италия. Серия А 2012/2013,Марек Гамшик,38.0,3281,12,1,11,0,16,27,2,0
Наполи,Италия. Серия А 2012/2013,Лоренцо Инсинье,37.0,1775,10,21,5,0,7,12,4,0
Наполи,Италия. Серия А 2012/2013,Блерим Джемаили,34.0,1972,5,15,7,0,2,9,7,0
Наполи,Италия. Серия А 2012/2013,Эдинсон Кавани,34.0,2982,1,1,29,7,4,33,6,0
Наполи,Италия. Серия А 2012/2013,Валон Бехрами,33.0,2624,9,1,0,0,0,0,14,0
Наполи,Италия. Серия А 2012/2013,Горан Пандев,33.0,2095,16,8,6,0,10,16,3,0
Наполи,Италия. Серия А 2012/2013,Паоло Каннаваро,32.0,2849,3,0,1,0,1,2,8,0
Наполи,Италия. Серия А 2012/2013,Хуан Суньига,32.0,2630,8,2,0,0,5,5,3,0
Наполи,Италия. Серия А 2012/2013,Гекхан Инлер,31.0,2187,10,6,6,0,2,8,7,0
Наполи,Италия. Серия А 2012/2013,Кристиан Маджо,31.0,2722,7,0,4,0,6,10,3,0
Наполи,Италия. Серия А 2012/2013,Уго Кампаньяро,28.0,2414,1,1,1,0,1,2,8,0
Наполи,Италия. Серия А 2012/2013,Алессандро Гамберини,25.0,1904,12,1,1,0,0,1,3,0
Наполи,Италия. Серия А 2012/2013,Мигель Бритос,22.0,1804,6,0,0,0,0,0,5,0
Наполи,Италия. Серия А 2012/2013,Джандоменико Место,16.0,741,3,9,1,0,1,2,1,0
Наполи,Италия. Серия А 2012/2013,Пабло Армеро,15.0,581,1,11,0,0,3,3,2,0
Наполи,Италия. Серия А 2012/2013,Эдуардо Варгас,9.0,130,0,9,0,0,1,1,3,0
Наполи,Италия. Серия А 2012/2013,Андреа Доссена,7.0,290,2,4,0,0,0,0,1,0
Наполи,Италия. Серия А 2012/2013,Омар Эль-Каддури,7.0,229,1,6,0,0,2,2,0,0
Наполи,Италия. Серия А 2012/2013,Роланду,7.0,393,0,3,0,0,0,0,1,0
Наполи,Италия. Серия А 2012/2013,Эмануэле Калайо,6.0,115,1,5,0,0,1,1,0,0
Наполи,Италия. Серия А 2012/2013,Сальваторе Ароника,5.0,220,2,2,0,0,0,0,2,0
Наполи,Италия. Серия А 2012/2013,Марко Донадель,4.0,121,0,3,0,0,0,0,0,0
Наполи,Италия. Серия А 2012/2013,Джанлука Грава,2.0,146,1,0,0,0,0,0,1,0
Наполи,Италия. Серия А 2012/2013,Федерико Фернандес,2.0,102,0,1,0,0,0,0,0,0
Наполи,Италия. Серия А 2012/2013,Роберто Инсинье,1.0,4,0,1,0,0,0,0,0,0
Наполи,Италия. Серия А 2012/2013,Всего,,34311,111,111,72,7,62,134,84,–
Наполи,Италия. Серия А 2011/2012,Марек Гамшик,37.0,2688,12,7,9,0,9,18,5,0
Наполи,Италия. Серия А 2011/2012,Гекхан Инлер,36.0,2604,8,7,0,0,4,4,3,0
Наполи,Италия. Серия А 2011/2012,Эдинсон Кавани,35.0,2917,5,3,23,3,3,26,4,0
Наполи,Италия. Серия А 2011/2012,Андреа Доссена,33.0,2199,8,9,2,0,2,4,2,0
Наполи,Италия. Серия А 2011/2012,Вальтер Гаргано,33.0,2554,9,3,2,0,3,5,5,0
Наполи,Италия. Серия А 2011/2012,Кристиан Маджо,33.0,2466,4,6,3,0,5,8,3,0
Наполи,Италия. Серия А 2011/2012,Паоло Каннаваро,32.0,2673,3,1,2,0,0,2,10,0
Наполи,Италия. Серия А 2011/2012,Сальваторе Ароника,31.0,2544,7,2,0,0,0,0,4,1
Наполи,Италия. Серия А 2011/2012,Уго Кампаньяро,31.0,2594,6,1,2,0,2,4,4,0
Наполи,Италия. Серия А 2011/2012,Хуан Суньига,31.0,2119,3,9,2,0,1,3,3,1
Наполи,Италия. Серия А 2011/2012,Горан Пандев,30.0,1737,10,11,6,0,5,11,1,1
Наполи,Италия. Серия А 2011/2012,Эсекиэль Лавесси,30.0,2216,10,5,9,1,7,16,7,0
Наполи,Италия. Серия А 2011/2012,Блерим Джемаили,28.0,1963,6,7,3,0,4,7,10,1
Наполи,Италия. Серия А 2011/2012,Федерико Фернандес,16.0,969,3,7,0,0,0,0,4,0
Наполи,Италия. Серия А 2011/2012,Мигель Бритос,11.0,670,4,2,1,0,0,1,5,0
Наполи,Италия. Серия А 2011/2012,Эдуардо Варгас,10.0,161,0,10,0,0,0,0,0,0
Наполи,Италия. Серия А 2011/2012,Марио Сантана,8.0,292,3,4,0,0,1,1,1,1
Наполи,Италия. Серия А 2011/2012,Джузеппе Маскара,7.0,238,2,5,1,0,1,2,1,0
Наполи,Италия. Серия А 2011/2012,Джанлука Грава,6.0,299,2,3,0,0,1,1,3,0
Наполи,Италия. Серия А 2011/2012,Игнасио Фиделефф,4.0,278,3,0,0,0,0,0,2,0
Наполи,Италия. Серия А 2011/2012,Кристиано Лукарелли,3.0,22,0,3,0,0,0,0,0,0
Наполи,Италия. Серия А 2011/2012,Кристиан Чавес,2.0,21,0,2,0,0,0,0,0,0
Наполи,Италия. Серия А 2011/2012,Массимилиано Аммендола,1.0,1,0,1,0,0,0,0,0,0
Наполи,Италия. Серия А 2011/2012,Всего,,34225,108,108,65,4,48,113,77,5
Наполи,Италия. Серия А 2010/2011,Марек Гамшик,37.0,2981,18,1,11,2,6,17,4,0
Наполи,Италия. Серия А 2010/2011,Вальтер Гаргано,36.0,2624,7,7,0,0,4,4,9,0
Наполи,Италия. Серия А 2010/2011,Эдинсон Кавани,35.0,2904,5,3,26,5,6,32,4,1
Наполи,Италия. Серия А 2010/2011,Андреа Доссена,33.0,2465,17,2,1,0,4,5,5,0
Наполи,Италия. Серия А 2010/2011,Кристиан Маджо,33.0,2802,5,0,4,0,5,9,5,0
Наполи,Италия. Серия А 2010/2011,Паоло Каннаваро,32.0,2720,2,1,2,0,1,3,9,1
Наполи,Италия. Серия А 2010/2011,Микеле Пациенца,31.0,2434,11,1,1,0,2,3,5,2
Наполи,Италия. Серия А 2010/2011,Уго Кампаньяро,31.0,2731,2,1,0,0,0,0,11,0
Наполи,Италия. Серия А 2010/2011,Эсекиэль Лавесси,31.0,2649,7,2,6,0,12,18,8,0
Наполи,Италия. Серия А 2010/2011,Хассан Йебда,29.0,1611,5,14,0,0,0,0,3,0
Наполи,Италия. Серия А 2010/2011,Хуан Суньига,27.0,1555,6,12,2,0,2,4,2,0
Наполи,Италия. Серия А 2010/2011,Сальваторе Ароника,26.0,1882,1,7,0,0,0,0,7,0
Наполи,Италия. Серия А 2010/2011,Хосе Соса,24.0,705,7,17,1,0,3,4,1,0
Наполи,Италия. Серия А 2010/2011,Джузеппе Маскара,14.0,494,2,10,3,0,2,5,5,0
Наполи,Италия. Серия А 2010/2011,Джанлука Грава,13.0,936,4,1,0,0,0,0,4,0
Наполи,Италия. Серия А 2010/2011,Фабиано Сантакроче,11.0,827,4,1,0,0,0,0,3,0
Наполи,Италия. Серия А 2010/2011,Крибари,9.0,619,1,3,0,0,0,0,0,0
Наполи,Италия. Серия А 2010/2011,Кристиано Лукарелли,9.0,232,1,8,1,0,0,1,0,0
Наполи,Италия. Серия А 2010/2011,Николао Думитру,9.0,105,0,9,0,0,0,0,0,0
Наполи,Италия. Серия А 2010/2011,Виктор Руис,6.0,540,0,0,0,0,0,0,2,0
Наполи,Италия. Серия А 2010/2011,Луиджи Витале,6.0,225,1,4,0,0,0,0,1,0
Наполи,Италия. Серия А 2010/2011,Раффаэле Майелло,3.0,107,1,2,0,0,0,0,0,0
Наполи,Италия. Серия А 2010/2011,Мануэле Блази,2.0,77,0,1,0,0,0,0,1,1
Наполи,Италия. Серия А 2010/2011,Всего,,34225,107,107,58,7,47,105,89,5
Наполи,Италия. Серия А 2009/2010,Марек Гамшик,37.0,3244,7,0,12,2,0,12,1,0
Наполи,Италия. Серия А 2009/2010,Вальтер Гаргано,36.0,3060,3,1,0,0,0,0,6,0
Наполи,Италия. Серия А 2009/2010,Кристиан Маджо,34.0,2789,7,1,5,0,0,5,3,1
Наполи,Италия. Серия А 2009/2010,Фабио Куальярелла,34.0,2849,9,2,11,0,0,11,7,1
Наполи,Италия. Серия А 2009/2010,Микеле Пациенца,33.0,2381,13,6,2,0,0,2,8,0
Наполи,Италия. Серия А 2009/2010,Паоло Каннаваро,33.0,2899,1,1,1,0,0,1,15,0
Наполи,Италия. Серия А 2009/2010,Эсекиэль Лавесси,30.0,2381,8,3,8,0,0,8,3,1
Наполи,Италия. Серия А 2009/2010,Херман Денис,29.0,1499,12,13,5,0,0,5,0,0
Наполи,Италия. Серия А 2009/2010,Лука Чигарини,28.0,1142,7,17,2,0,0,2,0,0
Наполи,Италия. Серия А 2009/2010,Уго Кампаньяро,28.0,2369,6,0,1,0,0,1,7,1
Наполи,Италия. Серия А 2009/2010,Сальваторе Ароника,26.0,2068,5,2,0,0,0,0,13,1
Наполи,Италия. Серия А 2009/2010,Джанлука Грава,24.0,1907,4,2,0,0,0,0,9,0
Наполи,Италия. Серия А 2009/2010,Хуан Суньига,22.0,1393,8,7,0,0,0,0,5,0
Наполи,Италия. Серия А 2009/2010,Леандро Ринаудо,20.0,1178,4,7,1,0,0,1,6,0
Наполи,Италия. Серия А 2009/2010,Мариано Больячино,18.0,466,2,16,1,0,0,1,2,0
Наполи,Италия. Серия А 2009/2010,Маттео Контини,13.0,1119,0,1,0,0,0,0,7,1
Наполи,Италия. Серия А 2009/2010,Хесус Датоло,13.0,539,5,7,1,0,0,1,1,0
Наполи,Италия. Серия А 2009/2010,Андреа Доссена,10.0,417,1,7,0,0,0,0,2,0
Наполи,Италия. Серия А 2009/2010,Эрвин Хоффер,8.0,95,0,8,0,0,0,0,0,0
Наполи,Италия. Серия А 2009/2010,Фабиано Сантакроче,4.0,312,2,0,0,0,0,0,1,0
Наполи,Италия. Серия А 2009/2010,Лоренцо Инсинье,1.0,1,0,1,0,0,0,0,0,0
Наполи,Италия. Серия А 2009/2010,Раффаэле Майелло,1.0,5,0,1,0,0,0,0,0,0
Наполи,Италия. Серия А 2009/2010,Эрминио Рулло,1.0,18,0,1,0,0,0,0,0,0
Наполи,Италия. Серия А 2009/2010,Всего,,34131,104,104,50,2,–,50,96,6
Наполи,Италия. Серия А 2008/2009,Маттео Контини,34.0,2875,0,3,0,0,0,0,10,0
Наполи,Италия. Серия А 2008/2009,Херман Денис,34.0,1997,11,12,8,0,0,8,2,0
Наполи,Италия. Серия А 2008/2009,Мануэле Блази,32.0,2736,7,1,0,0,0,0,10,0
Наполи,Италия. Серия А 2008/2009,Марек Гамшик,32.0,2506,11,1,9,2,0,9,2,1
Наполи,Италия. Серия А 2008/2009,Паоло Каннаваро,30.0,2597,4,0,0,0,0,0,9,0
Наполи,Италия. Серия А 2008/2009,Эсекиэль Лавесси,30.0,2622,4,1,7,0,0,7,7,0
Наполи,Италия. Серия А 2008/2009,Микеле Пациенца,29.0,1601,9,11,1,0,0,1,3,0
Наполи,Италия. Серия А 2008/2009,Марсело Салайета,27.0,1581,9,10,4,0,0,4,1,1
Наполи,Италия. Серия А 2008/2009,Фабиано Сантакроче,27.0,2215,7,0,0,0,0,0,7,2
Наполи,Италия. Серия А 2008/2009,Вальтер Гаргано,26.0,2142,1,3,0,0,0,0,4,0
Наполи,Италия. Серия А 2008/2009,Даниэле Маннини,24.0,1808,7,3,1,0,0,1,2,1
Наполи,Италия. Серия А 2008/2009,Кристиан Маджо,23.0,1882,6,1,4,0,0,4,3,1
Наполи,Италия. Серия А 2008/2009,Сальваторе Ароника,23.0,1514,0,8,0,0,0,0,4,0
Наполи,Италия. Серия А 2008/2009,Луиджи Витале,18.0,1379,9,1,1,0,0,1,4,0
Наполи,Италия. Серия А 2008/2009,Леандро Ринаудо,17.0,1264,1,4,0,0,0,0,5,0
Наполи,Италия. Серия А 2008/2009,Андреа Руссотто,15.0,229,0,15,0,0,0,0,2,0
Наполи,Италия. Серия А 2008/2009,Мариано Больячино,15.0,763,4,7,2,0,0,2,1,0
Наполи,Италия. Серия А 2008/2009,Хесус Датоло,9.0,485,1,6,0,0,0,0,1,0
Наполи,Италия. Серия А 2008/2009,Джанлука Грава,6.0,467,1,1,0,0,0,0,1,0
Наполи,Италия. Серия А 2008/2009,Всего,,32663,92,88,37,2,–,37,78,6
Наполи,Италия. Серия А 2007/2008,Марек Гамшик,37.0,2889,18,3,9,0,0,9,4,0
Наполи,Италия. Серия А 2007/2008,Мариано Больячино,35.0,1570,7,19,3,0,0,3,1,0
Наполи,Италия. Серия А 2007/2008,Эсекиэль Лавесси,35.0,2976,12,1,8,0,0,8,7,0
Наполи,Италия. Серия А 2007/2008,Вальтер Гаргано,34.0,3000,4,0,2,0,0,2,4,2
Наполи,Италия. Серия А 2007/2008,Паоло Каннаваро,34.0,3006,0,0,0,0,0,0,8,1
Наполи,Италия. Серия А 2007/2008,Маурицио Домицци,29.0,2527,2,0,8,6,0,8,12,2
Наполи,Италия. Серия А 2007/2008,Мирко Савини,29.0,2386,10,0,0,0,0,0,10,0
Наполи,Италия. Серия А 2007/2008,Мануэле Блази,27.0,2323,5,0,0,0,0,0,15,1
Наполи,Италия. Серия А 2007/2008,Маттео Контини,27.0,1928,3,5,1,0,0,1,8,0
Наполи,Италия. Серия А 2007/2008,Дьердь Гарич,26.0,1674,4,9,1,0,0,1,3,0
