Club,League,Игрок,М,Мин,З,ВнЗ,Г,Пен,П,Г+П,ЖК,КК
Урал,Россия. Премьер-лига 2014/2015,Александр Сапета,19.0,1203,4,5,1,0,3,4,4,0
Урал,Россия. Премьер-лига 2014/2015,Эдгар Манучарян,18.0,1300,9,2,2,1,3,5,1,0
Урал,Россия. Премьер-лига 2014/2015,Роман Емельянов,16.0,1326,2,1,0,0,0,0,7,0
Урал,Россия. Премьер-лига 2014/2015,Спартак Гогниев,16.0,628,5,11,2,0,0,2,0,0
Урал,Россия. Премьер-лига 2014/2015,Солви Оттесен,15.0,1350,0,0,0,0,0,0,1,0
Урал,Россия. Премьер-лига 2014/2015,Александр Новиков,14.0,1099,1,1,0,0,0,0,2,0
Урал,Россия. Премьер-лига 2014/2015,Николай Марков,14.0,1260,0,0,0,0,0,0,3,0
Урал,Россия. Премьер-лига 2014/2015,Денис Дорожкин,10.0,180,0,10,0,0,0,0,0,0
Урал,Россия. Премьер-лига 2014/2015,Александр Белозеров,6.0,478,0,1,0,0,0,0,2,0
Урал,Россия. Премьер-лига 2014/2015,Арсен Оганесян,5.0,221,0,4,0,0,0,0,1,0
Урал,Россия. Премьер-лига 2014/2015,Денис Фомин,4.0,144,0,3,0,0,0,0,0,0
Урал,Россия. Премьер-лига 2014/2015,Маркус Бергер,4.0,274,0,1,0,0,0,0,1,0
Урал,Россия. Премьер-лига 2014/2015,Александр Щаницин,2.0,56,1,1,0,0,0,0,0,0
Урал,Россия. Премьер-лига 2014/2015,Георгий Нуров,2.0,27,0,2,0,0,0,0,0,0
Урал,Россия. Премьер-лига 2014/2015,Сергей Серченков,2.0,26,0,2,1,0,0,1,1,0
Урал,Россия. Премьер-лига 2014/2015,Иван Чудин,1.0,46,0,1,0,0,0,0,0,0
Урал,Россия. Премьер-лига 2014/2015,Всего,,28809,92,91,31,2,26,57,63,1
Урал,Россия. Премьер-лига 2013/2014,Спартак Гогниев,26.0,2260,4,1,9,1,2,11,3,0
Урал,Россия. Премьер-лига 2013/2014,Александр Ерохин,25.0,1757,8,3,2,0,1,3,3,1
Урал,Россия. Премьер-лига 2013/2014,Эдгар Манучарян,23.0,1273,8,10,3,0,2,5,2,0
Урал,Россия. Премьер-лига 2013/2014,Александр Данцев,22.0,1849,5,1,0,0,2,2,3,0
Урал,Россия. Премьер-лига 2013/2014,Чисамба Лунгу,22.0,1659,4,4,0,0,0,0,2,0
Урал,Россия. Премьер-лига 2013/2014,Джерсон Асеведо,20.0,1588,4,1,5,3,5,10,5,2
Урал,Россия. Премьер-лига 2013/2014,Александр Белозеров,19.0,1606,2,1,1,0,0,1,3,1
Урал,Россия. Премьер-лига 2013/2014,Солви Оттесен,18.0,1620,1,0,0,0,1,1,7,0
Урал,Россия. Премьер-лига 2013/2014,Александр Щаницин,17.0,792,4,8,0,0,2,2,1,0
Урал,Россия. Премьер-лига 2013/2014,Владимир Коман,16.0,965,4,6,1,1,1,2,1,0
Урал,Россия. Премьер-лига 2013/2014,Александр Новиков,15.0,1189,3,2,0,0,0,0,1,0
Урал,Россия. Премьер-лига 2013/2014,Андрей Горбанец,14.0,1093,7,1,0,0,3,3,3,0
Урал,Россия. Премьер-лига 2013/2014,Денис Тумасян,14.0,1098,0,2,2,0,0,2,4,0
Урал,Россия. Премьер-лига 2013/2014,Андрей Бочков,13.0,1012,1,2,0,0,0,0,0,0
Урал,Россия. Премьер-лига 2013/2014,Артур Саркисов,13.0,772,9,5,1,0,1,2,1,0
Урал,Россия. Премьер-лига 2013/2014,Милан Вьештица,13.0,1005,0,1,0,0,0,0,3,1
Урал,Россия. Премьер-лига 2013/2014,Кантемир Берхамов,12.0,936,0,2,0,0,2,2,3,0
Урал,Россия. Премьер-лига 2013/2014,Владимир Хозин,11.0,916,1,0,2,0,0,2,2,0
Урал,Россия. Премьер-лига 2013/2014,Артем Фидлер,9.0,785,1,0,0,0,0,0,2,0
Урал,Россия. Премьер-лига 2013/2014,Николай Сафрониди,9.0,633,1,2,0,0,0,0,2,0
Урал,Россия. Премьер-лига 2013/2014,Андрей Чухлей,8.0,720,0,0,0,0,0,0,0,0
Урал,Россия. Премьер-лига 2013/2014,Александр Ставпец,7.0,179,1,6,0,0,0,0,0,0
Урал,Россия. Премьер-лига 2013/2014,Тото Тамуз,7.0,175,2,5,0,0,0,0,0,0
Урал,Россия. Премьер-лига 2013/2014,Александр Сапета,6.0,388,1,2,1,0,0,1,2,0
Урал,Россия. Премьер-лига 2013/2014,Денис Дорожкин,6.0,97,1,5,1,0,0,1,0,0
Урал,Россия. Премьер-лига 2013/2014,Юрий Кириллов,5.0,298,2,2,0,0,1,1,0,0
Урал,Россия. Премьер-лига 2013/2014,Сердер Сердеров,4.0,175,2,2,0,0,2,2,0,0
Урал,Россия. Премьер-лига 2013/2014,Адесойе Ойеволе,1.0,7,0,1,0,0,0,0,0,0
Урал,Россия. Премьер-лига 2013/2014,Александр Соболев,1.0,7,0,1,0,0,0,0,0,0
Урал,Россия. Премьер-лига 2013/2014,Всего,,26854,76,76,28,5,25,53,53,5
Наполи,Италия. Серия А 2020/2021,Маттео Политано,34.0,1811,17,13,9,0,4,13,3,0
Наполи,Италия. Серия А 2020/2021,Джованни Ди Лоренцо,33.0,2970,0,0,2,0,6,8,11,0
Наполи,Италия. Серия А 2020/2021,Петр Зелиньски,33.0,2328,26,4,7,0,9,16,2,0
Наполи,Италия. Серия А 2020/2021,Лоренцо Инсинье,32.0,2605,11,2,17,7,7,24,2,1
Наполи,Италия. Серия А 2020/2021,Элиф Элмаз,32.0,727,2,29,2,0,1,3,3,0
Наполи,Италия. Серия А 2020/2021,Фабиан Руис,30.0,2310,11,4,2,0,1,3,1,0
Наполи,Италия. Серия А 2020/2021,Ирвинг Лосано,29.0,1821,12,8,10,0,3,13,5,0
Наполи,Италия. Серия А 2020/2021,Тьемуэ Бакайоко,29.0,1725,12,9,2,0,1,3,3,1
Наполи,Италия. Серия А 2020/2021,Костас Манолас,27.0,2034,6,3,0,0,0,0,5,0
Наполи,Италия. Серия А 2020/2021,Дрис Мертенс,26.0,1420,17,8,9,0,8,17,2,0
Наполи,Италия. Серия А 2020/2021,Калиду Кулибали,26.0,2212,2,1,0,0,0,0,8,1
Наполи,Италия. Серия А 2020/2021,Мариу Руй,25.0,1649,5,8,0,0,2,2,4,0
Наполи,Италия. Серия А 2020/2021,Андреа Петанья,24.0,954,7,15,4,0,3,7,0,0
Наполи,Италия. Серия А 2020/2021,Диего Демме,23.0,1593,10,3,2,0,3,5,6,0
Наполи,Италия. Серия А 2020/2021,Виктор Осимхен,21.0,1340,8,8,10,0,2,12,4,0
Наполи,Италия. Серия А 2020/2021,Эльсеид Хюсай,21.0,1529,5,4,0,0,2,2,1,0
Наполи,Италия. Серия А 2020/2021,Никола Максимович,17.0,1210,3,5,0,0,0,0,1,0
Наполи,Италия. Серия А 2020/2021,Станислав Лоботка,15.0,154,0,15,0,0,0,0,2,0
Наполи,Италия. Серия А 2020/2021,Амир Ррахмани,13.0,825,1,4,0,0,0,0,1,0
Наполи,Италия. Серия А 2020/2021,Фаузи Гулям,11.0,290,2,8,0,0,0,0,1,0
Наполи,Италия. Серия А 2020/2021,Фернандо Льоренте,3.0,52,0,3,0,0,0,0,0,0
Наполи,Италия. Серия А 2020/2021,Кевен Малькюи,2.0,33,0,2,0,0,0,0,0,0
Наполи,Италия. Серия А 2020/2021,Антонио Чиоффи,1.0,12,0,1,0,0,0,0,0,0
Наполи,Италия. Серия А 2020/2021,Всего,,31604,157,157,76,7,52,128,65,3
Наполи,Лига Европы 2020/2021,Джованни Ди Лоренцо,8.0,660,0,1,0,0,1,1,1,0
Наполи,Лига Европы 2020/2021,Лоренцо Инсинье,8.0,473,1,3,0,0,3,3,2,0
Наполи,Лига Европы 2020/2021,Маттео Политано,8.0,495,6,1,2,0,0,2,2,0
Наполи,Лига Европы 2020/2021,Никола Максимович,8.0,676,1,0,0,0,0,0,1,0
Наполи,Лига Европы 2020/2021,Фабиан Руис,8.0,461,1,3,1,0,0,1,1,0
Наполи,Лига Европы 2020/2021,Дрис Мертенс,7.0,399,2,3,1,0,1,2,1,0
Наполи,Лига Европы 2020/2021,Калиду Кулибали,7.0,630,0,0,0,0,0,0,3,0
Наполи,Лига Европы 2020/2021,Тьемуэ Бакайоко,7.0,465,1,2,0,0,1,1,1,0
Наполи,Лига Европы 2020/2021,Андреа Петанья,6.0,298,3,3,0,0,0,0,0,0
Наполи,Лига Европы 2020/2021,Диего Демме,6.0,319,2,3,1,0,0,1,1,0
Наполи,Лига Европы 2020/2021,Ирвинг Лосано,6.0,277,2,4,1,0,0,1,2,0
Наполи,Лига Европы 2020/2021,Мариу Руй,6.0,399,2,2,0,0,0,0,1,0
Наполи,Лига Европы 2020/2021,Петр Зелиньски,6.0,345,3,2,2,0,1,3,1,0
Наполи,Лига Европы 2020/2021,Элиф Элмаз,6.0,329,3,2,0,0,0,0,1,0
Наполи,Лига Европы 2020/2021,Станислав Лоботка,5.0,272,4,1,0,0,0,0,0,0
Наполи,Лига Европы 2020/2021,Фаузи Гулям,5.0,221,1,3,0,0,0,0,0,0
Наполи,Лига Европы 2020/2021,Виктор Осимхен,3.0,186,1,1,0,0,0,0,0,1
Наполи,Лига Европы 2020/2021,Амир Ррахмани,2.0,180,0,0,0,0,0,0,0,0
Наполи,Лига Европы 2020/2021,Эльсеид Хюсай,2.0,149,1,0,0,0,0,0,0,0
Наполи,Лига Европы 2020/2021,Всего,,7234,34,34,8,–,7,15,18,1
Наполи,Италия. Кубок 2020/2021,Джованни Ди Лоренцо,4.0,273,0,1,1,0,0,1,1,0
Наполи,Италия. Кубок 2020/2021,Диего Демме,4.0,272,2,1,0,0,1,1,0,0
Наполи,Италия. Кубок 2020/2021,Ирвинг Лосано,4.0,308,2,0,3,0,1,4,1,0
Наполи,Италия. Кубок 2020/2021,Лоренцо Инсинье,4.0,279,1,1,0,0,1,1,1,0
Наполи,Италия. Кубок 2020/2021,Маттео Политано,4.0,260,3,1,1,0,0,1,0,0
Наполи,Италия. Кубок 2020/2021,Петр Зелиньски,4.0,177,2,2,0,0,1,1,1,0
Наполи,Италия. Кубок 2020/2021,Тьемуэ Бакайоко,4.0,160,1,2,0,0,0,0,0,0
Наполи,Италия. Кубок 2020/2021,Элиф Элмаз,4.0,208,3,1,1,0,0,1,0,0
Наполи,Италия. Кубок 2020/2021,Андреа Петанья,3.0,125,1,2,1,0,0,1,0,0
Наполи,Италия. Кубок 2020/2021,Виктор Осимхен,3.0,110,1,2,0,0,0,0,0,0
Наполи,Италия. Кубок 2020/2021,Калиду Кулибали,3.0,270,0,0,1,0,0,1,1,0
Наполи,Италия. Кубок 2020/2021,Станислав Лоботка,3.0,118,1,2,0,0,0,0,0,0
Наполи,Италия. Кубок 2020/2021,Эльсеид Хюсай,3.0,222,1,0,0,0,1,1,1,0
Наполи,Италия. Кубок 2020/2021,Амир Ррахмани,2.0,180,0,0,0,0,0,0,0,0
Наполи,Италия. Кубок 2020/2021,Костас Манолас,2.0,180,0,0,0,0,0,0,0,0
Наполи,Италия. Кубок 2020/2021,Мариу Руй,2.0,139,0,1,0,0,0,0,1,0
Наполи,Италия. Кубок 2020/2021,Никола Максимович,2.0,180,0,0,0,0,0,0,0,0
Наполи,Италия. Кубок 2020/2021,Дрис Мертенс,1.0,43,1,1,0,0,0,0,0,0
Наполи,Италия. Кубок 2020/2021,Фабиан Руис,1.0,22,0,1,0,0,0,0,0,0
Наполи,Италия. Кубок 2020/2021,Фаузи Гулям,1.0,90,0,0,0,0,0,0,0,0
Наполи,Италия. Кубок 2020/2021,Фернандо Льоренте,1.0,3,0,1,0,0,0,0,0,0
Наполи,Италия. Кубок 2020/2021,Всего,,3619,19,19,8,–,5,13,7,–
Наполи,Италия. Серия А 2020/2021,Маттео Политано,34.0,1811,17,13,9,0,4,13,3,0
Наполи,Италия. Серия А 2020/2021,Джованни Ди Лоренцо,33.0,2970,0,0,2,0,6,8,11,0
Наполи,Италия. Серия А 2020/2021,Петр Зелиньски,33.0,2328,26,4,7,0,9,16,2,0
Наполи,Италия. Серия А 2020/2021,Лоренцо Инсинье,32.0,2605,11,2,17,7,7,24,2,1
Наполи,Италия. Серия А 2020/2021,Элиф Элмаз,32.0,727,2,29,2,0,1,3,3,0
Наполи,Италия. Серия А 2020/2021,Фабиан Руис,30.0,2310,11,4,2,0,1,3,1,0
Наполи,Италия. Серия А 2020/2021,Ирвинг Лосано,29.0,1821,12,8,10,0,3,13,5,0
Наполи,Италия. Серия А 2020/2021,Тьемуэ Бакайоко,29.0,1725,12,9,2,0,1,3,3,1
Наполи,Италия. Серия А 2020/2021,Костас Манолас,27.0,2034,6,3,0,0,0,0,5,0
Наполи,Италия. Серия А 2020/2021,Дрис Мертенс,26.0,1420,17,8,9,0,8,17,2,0
Наполи,Италия. Серия А 2020/2021,Калиду Кулибали,26.0,2212,2,1,0,0,0,0,8,1
Наполи,Италия. Серия А 2020/2021,Мариу Руй,25.0,1649,5,8,0,0,2,2,4,0
Наполи,Италия. Серия А 2020/2021,Андреа Петанья,24.0,954,7,15,4,0,3,7,0,0
Наполи,Италия. Серия А 2020/2021,Диего Демме,23.0,1593,10,3,2,0,3,5,6,0
Наполи,Италия. Серия А 2020/2021,Виктор Осимхен,21.0,1340,8,8,10,0,2,12,4,0
Наполи,Италия. Серия А 2020/2021,Эльсеид Хюсай,21.0,1529,5,4,0,0,2,2,1,0
Наполи,Италия. Серия А 2020/2021,Никола Максимович,17.0,1210,3,5,0,0,0,0,1,0
Наполи,Италия. Серия А 2020/2021,Станислав Лоботка,15.0,154,0,15,0,0,0,0,2,0
Наполи,Италия. Серия А 2020/2021,Амир Ррахмани,13.0,825,1,4,0,0,0,0,1,0
Наполи,Италия. Серия А 2020/2021,Фаузи Гулям,11.0,290,2,8,0,0,0,0,1,0
Наполи,Италия. Серия А 2020/2021,Фернандо Льоренте,3.0,52,0,3,0,0,0,0,0,0
Наполи,Италия. Серия А 2020/2021,Кевен Малькюи,2.0,33,0,2,0,0,0,0,0,0
Наполи,Италия. Серия А 2020/2021,Антонио Чиоффи,1.0,12,0,1,0,0,0,0,0,0
Наполи,Италия. Серия А 2020/2021,Всего,,31604,157,157,76,7,52,128,65,3
Наполи,Италия. Серия А 2019/2020,Лоренцо Инсинье,37.0,2826,16,3,8,5,11,19,1,0
Наполи,Италия. Серия А 2019/2020,Петр Зелиньски,37.0,2931,7,5,2,0,4,6,4,0
Наполи,Италия. Серия А 2019/2020,Джованни Ди Лоренцо,33.0,2970,0,0,3,0,4,7,5,0
Наполи,Италия. Серия А 2019/2020,Фабиан Руис,33.0,2692,8,3,3,0,6,9,2,0
Наполи,Италия. Серия А 2019/2020,Хосе Кальехон,33.0,2185,13,8,4,0,7,11,2,0
Наполи,Италия. Серия А 2019/2020,Дрис Мертенс,31.0,1699,10,13,9,0,9,18,5,0
Наполи,Италия. Серия А 2019/2020,Аркадиуш Милик,26.0,1758,11,7,11,0,0,11,5,0
Наполи,Италия. Серия А 2019/2020,Ирвинг Лосано,26.0,1034,9,16,4,0,1,5,3,0
Наполи,Италия. Серия А 2019/2020,Костас Манолас,26.0,2179,3,1,4,0,0,4,2,0
Наполи,Италия. Серия А 2019/2020,Элиф Элмаз,26.0,1142,8,14,1,0,1,2,7,0
Наполи,Италия. Серия А 2019/2020,Калиду Кулибали,25.0,2108,2,1,0,0,0,0,7,1
Наполи,Италия. Серия А 2019/2020,Мариу Руй,24.0,1970,4,2,0,0,2,2,9,0
Наполи,Италия. Серия А 2019/2020,Аллан,23.0,1288,8,7,2,0,1,3,3,0
Наполи,Италия. Серия А 2019/2020,Никола Максимович,22.0,1801,2,2,1,0,1,2,3,1
Наполи,Италия. Серия А 2019/2020,Эльсеид Хюсай,20.0,1487,6,3,1,0,2,3,3,0
Наполи,Италия. Серия А 2019/2020,Фернандо Льоренте,17.0,504,2,14,3,0,1,4,1,0
Наполи,Италия. Серия А 2019/2020,Диего Демме,15.0,909,7,5,1,0,0,1,6,0
Наполи,Италия. Серия А 2019/2020,Маттео Политано,15.0,751,8,6,2,0,2,4,1,0
Наполи,Италия. Серия А 2019/2020,Станислав Лоботка,14.0,758,6,5,0,0,0,0,0,0
Наполи,Италия. Серия А 2019/2020,Амин Юнес,9.0,177,1,8,1,0,0,1,1,0
Наполи,Италия. Серия А 2019/2020,Себастьяно Луперто,9.0,529,1,4,0,0,0,0,2,0
Наполи,Италия. Серия А 2019/2020,Фаузи Гулям,9.0,377,1,6,0,0,1,1,2,0
Наполи,Италия. Серия А 2019/2020,Кевен Малькюи,4.0,257,1,1,0,0,0,0,0,0
Наполи,Италия. Серия А 2019/2020,Всего,,34332,134,134,60,5,53,113,74,2
Наполи,Италия. Серия А 2018/2019,Петр Зелиньски,36.0,2885,10,3,6,0,2,8,6,0
Наполи,Италия. Серия А 2018/2019,Аркадиуш Милик,35.0,2406,10,8,17,0,3,20,4,0
Наполи,Италия. Серия А 2018/2019,Дрис Мертенс,35.0,2262,10,12,16,1,11,27,1,0
Наполи,Италия. Серия А 2018/2019,Калиду Кулибали,35.0,3134,1,0,2,0,2,4,9,1
Наполи,Италия. Серия А 2018/2019,Хосе Кальехон,34.0,2657,7,5,3,0,11,14,1,0
Наполи,Италия. Серия А 2018/2019,Аллан,33.0,2618,2,5,1,0,3,4,10,0
Наполи,Италия. Серия А 2018/2019,Лоренцо Инсинье,28.0,2084,10,4,10,1,6,16,6,1
Наполи,Италия. Серия А 2018/2019,Фабиан Руис,27.0,1997,4,7,5,0,4,9,2,1
Наполи,Италия. Серия А 2018/2019,Эльсеид Хюсай,27.0,2112,5,3,0,0,2,2,4,0
Наполи,Италия. Серия А 2018/2019,Кевен Малькюи,24.0,1810,5,4,0,0,2,2,3,0
Наполи,Италия. Серия А 2018/2019,Симоне Верди,22.0,713,9,13,3,1,3,6,0,0
Наполи,Италия. Серия А 2018/2019,Мариу Руй,20.0,1422,4,3,1,0,2,3,4,1
Наполи,Италия. Серия А 2018/2019,Рауль Альбиоль,20.0,1713,0,1,1,0,0,1,4,0
Наполи,Италия. Серия А 2018/2019,Адам Унас,18.0,544,6,12,3,0,0,3,0,0
Наполи,Италия. Серия А 2018/2019,Никола Максимович,17.0,1377,2,2,0,0,0,0,4,0
Наполи,Италия. Серия А 2018/2019,Фаузи Гулям,16.0,1157,3,4,1,0,3,4,2,0
Наполи,Италия. Серия А 2018/2019,Амаду Диавара,13.0,666,5,5,0,0,0,0,4,0
Наполи,Италия. Серия А 2018/2019,Марек Гамшик,13.0,923,7,1,0,0,0,0,1,0
Наполи,Италия. Серия А 2018/2019,Амин Юнес,12.0,504,6,6,3,0,2,5,1,0
Наполи,Италия. Серия А 2018/2019,Себастьяно Луперто,12.0,729,1,6,0,0,0,0,0,0
Наполи,Италия. Серия А 2018/2019,Марко Рог,9.0,336,3,5,1,0,0,1,3,0
Наполи,Италия. Серия А 2018/2019,Влад Кирикеш,3.0,149,2,0,0,0,0,0,0,0
Наполи,Италия. Серия А 2018/2019,Джанлука Гаэтано,2.0,8,0,2,0,0,0,0,0,0
Наполи,Италия. Серия А 2018/2019,Всего,,34206,112,111,73,3,56,129,69,4
Наполи,Италия. Серия А 2017/2018,Аллан,38.0,2864,13,6,4,0,5,9,2,0
Наполи,Италия. Серия А 2017/2018,Дрис Мертенс,38.0,3016,14,3,18,4,7,25,4,0
Наполи,Италия. Серия А 2017/2018,Марек Гамшик,38.0,2401,25,6,7,0,1,8,2,0
Наполи,Италия. Серия А 2017/2018,Хосе Кальехон,38.0,3247,16,0,10,0,15,25,3,0
Наполи,Италия. Серия А 2017/2018,Лоренцо Инсинье,37.0,3105,12,1,8,1,11,19,4,0
Наполи,Италия. Серия А 2017/2018,Петр Зелиньски,36.0,1680,8,22,5,0,3,8,3,0
Наполи,Италия. Серия А 2017/2018,Калиду Кулибали,35.0,3066,0,0,5,0,1,6,5,1
Наполи,Италия. Серия А 2017/2018,Эльсеид Хюсай,35.0,3125,1,0,0,0,1,1,3,1
Наполи,Италия. Серия А 2017/2018,Жоржиньо,33.0,2665,15,0,2,1,4,6,5,0
Наполи,Италия. Серия А 2017/2018,Рауль Альбиоль,31.0,2743,1,1,3,0,2,5,7,0
Наполи,Италия. Серия А 2017/2018,Марко Рог,28.0,283,0,28,1,0,0,1,2,0
Наполи,Италия. Серия А 2017/2018,Мариу Руй,25.0,2089,3,1,1,0,5,6,8,1
Наполи,Италия. Серия А 2017/2018,Амаду Диавара,18.0,655,0,13,1,0,1,2,1,0
Наполи,Италия. Серия А 2017/2018,Аркадиуш Милик,15.0,451,3,12,5,0,0,5,2,0
Наполи,Италия. Серия А 2017/2018,Кристиан Маджо,13.0,642,0,7,0,0,0,0,0,0
Наполи,Италия. Серия А 2017/2018,Фаузи Гулям,11.0,987,1,0,2,0,3,5,1,0
Наполи,Италия. Серия А 2017/2018,Адам Унас,7.0,96,0,7,0,0,1,1,0,0
Наполи,Италия. Серия А 2017/2018,Влад Кирикеш,7.0,583,1,0,0,0,0,0,1,0
Наполи,Италия. Серия А 2017/2018,Лоренцо Тонелли,4.0,351,0,1,1,0,0,1,0,0
Наполи,Италия. Серия А 2017/2018,Эмануэле Джаккерини,4.0,63,0,4,0,0,1,1,2,0
Наполи,Италия. Серия А 2017/2018,Никола Максимович,2.0,96,0,1,0,0,0,0,0,0
Наполи,Италия. Серия А 2017/2018,Всего,,34208,113,113,73,6,61,134,55,3
Наполи,Италия. Серия А 2016/2017,Марек Гамшик,38.0,3051,19,1,12,0,13,25,1,0
Наполи,Италия. Серия А 2016/2017,Лоренцо Инсинье,37.0,2937,16,2,18,2,9,27,2,0
Наполи,Италия. Серия А 2016/2017,Хосе Кальехон,37.0,3149,7,0,14,0,13,27,3,1
Наполи,Италия. Серия А 2016/2017,Петр Зелиньски,36.0,1868,8,18,5,0,7,12,4,0
Наполи,Италия. Серия А 2016/2017,Дрис Мертенс,35.0,2573,13,7,28,2,13,41,6,0
Наполи,Италия. Серия А 2016/2017,Эльсеид Хюсай,35.0,3033,2,1,0,0,1,1,8,0
Наполи,Италия. Серия А 2016/2017,Аллан,29.0,1627,12,10,1,0,6,7,3,0
Наполи,Италия. Серия А 2016/2017,Фаузи Гулям,29.0,2382,0,3,0,0,6,6,1,0
Наполи,Италия. Серия А 2016/2017,Калиду Кулибали,28.0,2472,1,0,2,0,0,2,6,0
Наполи,Италия. Серия А 2016/2017,Жоржиньо,27.0,2149,14,0,0,0,3,3,3,0
Наполи,Италия. Серия А 2016/2017,Рауль Альбиоль,26.0,2298,1,1,0,0,1,1,8,0
Наполи,Италия. Серия А 2016/2017,Амаду Диавара,18.0,1048,2,8,0,0,0,0,1,0
Наполи,Италия. Серия А 2016/2017,Аркадиуш Милик,17.0,560,2,13,5,0,0,5,1,0
Наполи,Италия. Серия А 2016/2017,Эмануэле Джаккерини,16.0,300,1,15,1,0,0,1,0,0
Наполи,Италия. Серия А 2016/2017,Марко Рог,15.0,386,1,13,0,0,0,0,4,0
Наполи,Италия. Серия А 2016/2017,Влад Кирикеш,14.0,1125,1,1,2,0,0,2,0,0
Наполи,Италия. Серия А 2016/2017,Маноло Габбьядини,13.0,519,5,6,3,1,0,3,0,1
Наполи,Италия. Серия А 2016/2017,Иван Стринич,12.0,1037,4,0,0,0,2,2,3,0
Наполи,Италия. Серия А 2016/2017,Никола Максимович,8.0,678,0,1,1,0,0,1,1,0
Наполи,Италия. Серия А 2016/2017,Кристиан Маджо,7.0,395,1,3,0,0,0,0,0,0
Наполи,Италия. Серия А 2016/2017,Леонардо Паволетти,6.0,198,2,4,0,0,0,0,0,0
Наполи,Италия. Серия А 2016/2017,Омар Эль-Каддури,5.0,44,0,5,0,0,0,0,0,0
Наполи,Италия. Серия А 2016/2017,Лоренцо Тонелли,3.0,270,0,0,2,0,0,2,2,0
Наполи,Италия. Серия А 2016/2017,Мирко Вальдифьори,1.0,90,0,0,0,0,1,1,0,0
Наполи,Италия. Серия А 2016/2017,Всего,,34189,112,112,94,5,75,169,57,2
Наполи,Италия. Серия А 2015/2016,Марек Гамшик,38.0,3245,18,0,6,1,11,17,0,0
Наполи,Италия. Серия А 2015/2016,Хосе Кальехон,38.0,2835,19,3,7,0,10,17,4,0
Наполи,Италия. Серия А 2015/2016,Лоренцо Инсинье,37.0,2627,28,3,12,2,10,22,2,0
Наполи,Италия. Серия А 2015/2016,Эльсеид Хюсай,37.0,3285,2,0,0,0,2,2,5,0
Наполи,Италия. Серия А 2015/2016,Рауль Альбиоль,36.0,3240,0,0,1,0,3,4,10,0
Наполи,Италия. Серия А 2015/2016,Аллан,35.0,2827,9,3,3,0,5,8,4,0
Наполи,Италия. Серия А 2015/2016,Гонсало Игуаин,35.0,2978,14,0,36,3,3,39,1,1
Наполи,Италия. Серия А 2015/2016,Жоржиньо,35.0,2915,3,3,0,0,4,4,10,1
Наполи,Италия. Серия А 2015/2016,Фаузи Гулям,34.0,2919,2,2,0,0,4,4,3,0
Наполи,Италия. Серия А 2015/2016,Дрис Мертенс,33.0,1112,5,27,5,0,5,10,6,0
Наполи,Италия. Серия А 2015/2016,Калиду Кулибали,33.0,2889,1,1,0,0,1,1,12,0
Наполи,Италия. Серия А 2015/2016,Давид Лопес,25.0,745,3,19,1,0,1,2,2,0
Наполи,Италия. Серия А 2015/2016,Маноло Габбьядини,23.0,559,3,19,5,1,3,8,1,0
Наполи,Италия. Серия А 2015/2016,Омар Эль-Каддури,20.0,249,0,20,1,0,2,3,2,0
Наполи,Италия. Серия А 2015/2016,Влад Кирикеш,8.0,698,1,0,1,0,0,1,2,0
Наполи,Италия. Серия А 2015/2016,Кристиан Маджо,8.0,396,0,4,0,0,0,0,0,0
Наполи,Италия. Серия А 2015/2016,Мирко Вальдифьори,6.0,458,3,0,0,0,0,0,3,0
Наполи,Италия. Серия А 2015/2016,Иван Стринич,5.0,254,1,2,0,0,0,0,0,0
Наполи,Италия. Серия А 2015/2016,Натаниэль Чалоба,5.0,34,0,5,0,0,0,0,0,0
Наполи,Италия. Серия А 2015/2016,Васко Реджини,1.0,15,0,1,0,0,0,0,0,0
Наполи,Италия. Серия А 2015/2016,Всего,,34280,112,112,78,7,64,142,67,2
Наполи,Италия. Серия А 2014/2015,Хосе Кальехон,38.0,2978,11,5,11,0,5,16,1,0
Наполи,Италия. Серия А 2014/2015,Гонсало Игуаин,37.0,2789,11,6,18,3,8,26,5,0
Наполи,Италия. Серия А 2014/2015,Марек Гамшик,35.0,2321,18,7,7,0,13,20,1,0
Наполи,Италия. Серия А 2014/2015,Рауль Альбиоль,35.0,3099,0,1,0,0,1,1,10,0
Наполи,Италия. Серия А 2014/2015,Давид Лопес,32.0,2601,6,3,1,0,1,2,4,0
Наполи,Италия. Серия А 2014/2015,Дрис Мертенс,31.0,1693,12,14,6,1,9,15,4,1
Наполи,Италия. Серия А 2014/2015,Кристиан Маджо,29.0,2578,1,0,0,0,2,2,7,1
Наполи,Италия. Серия А 2014/2015,Калиду Кулибали,27.0,2424,0,0,1,0,1,2,8,1
Наполи,Италия. Серия А 2014/2015,Вальтер Гаргано,24.0,1502,8,7,0,0,1,1,6,0
Наполи,Италия. Серия А 2014/2015,Джонатан де Гузман,23.0,1189,7,11,3,0,1,4,1,0
Наполи,Италия. Серия А 2014/2015,Жоржиньо,23.0,1292,5,9,0,0,0,0,5,0
Наполи,Италия. Серия А 2014/2015,Дуван Сапата,21.0,626,4,15,6,0,1,7,2,0
Наполи,Италия. Серия А 2014/2015,Фаузи Гулям,21.0,1758,2,1,0,0,2,2,6,1
Наполи,Италия. Серия А 2014/2015,Лоренцо Инсинье,20.0,1070,9,7,2,0,3,5,0,0
